contractingofficeagencyid,dollarsobligated,fiscal_year,mod_parent,piid,productorservicecode,vendorname
DEFENSE LOGISTICS AGENCY,17462.28,2016,EXXON MOBIL CORPORATION,0461,"9130: LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,13168,2016,EXXON MOBIL CORPORATION,0462,9140: FUEL OILS,MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,13177.04,2016,EXXON MOBIL CORPORATION,0463,9140: FUEL OILS,MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,17456.36,2016,EXXON MOBIL CORPORATION,0464,"9130: LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",MOBIL OIL GUAM INC
U.S. FISH AND WILDLIFE SERVICE,10560,2016,VORNADO REALTY TRUST,INF16PX00562,S201: HOUSEKEEPING- CUSTODIAL JANITORIAL,VORNADO/CHARLES E. SMITH L.P.
DEFENSE LOGISTICS AGENCY,16275.7,2016,EXXON MOBIL CORPORATION,0466,9140: FUEL OILS,MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,-17983.02,2016,EXXON MOBIL CORPORATION,0369,"9130: LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,-43481.2,2016,EXXON MOBIL CORPORATION,0340,"9130: LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,-20715.28,2016,EXXON MOBIL CORPORATION,0356,"9130: LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,-21868.64,2016,EXXON MOBIL CORPORATION,0292,"9130: LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",MOBIL OIL GUAM INC
U.S. CUSTOMS AND BORDER PROTECTION,0,2016,UNIVERSITY OF SOUTHERN CALIFORNIA,HSBP1010P00300,9999: MISCELLANEOUS ITEMS,UNIVERSITY OF SOUTHERN CALIFORNIA INC
"VETERANS AFFAIRS, DEPARTMENT OF",-26400,2016,DUKE UNIVERSITY,VA24616P4976,AN56: R&D- MEDICAL: MENTAL HEALTH (MANAGEMENT/SUPPORT),"DUKE UNIVERSITY HEALTH SYSTEM, INC."
DEPT OF THE ARMY,0,2016,DYNCORP INTERNATIONAL LLC,W52P1J07D0007,R706: SUPPORT- MANAGEMENT: LOGISTICS SUPPORT,DYNCORP INTERNATIONAL LIMITED LIABILITY COMPANY (7126)
DEFENSE LOGISTICS AGENCY,15687.66,2016,EXXON MOBIL CORPORATION,0469,"9130: LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,28399.43,2016,EXXON MOBIL CORPORATION,0389,9140: FUEL OILS,MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,20772.43,2016,EXXON MOBIL CORPORATION,0401,9140: FUEL OILS,MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,36686.78,2016,EXXON MOBIL CORPORATION,0471,9140: FUEL OILS,MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,15621.46,2016,EXXON MOBIL CORPORATION,0470,"9130: LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,13403.96,2016,EXXON MOBIL CORPORATION,0472,9140: FUEL OILS,MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,13450.7,2016,EXXON MOBIL CORPORATION,0473,9140: FUEL OILS,MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,15663.84,2016,EXXON MOBIL CORPORATION,0474,"9130: LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,4533.120000000001,2016,EXXON MOBIL CORPORATION,0477,"9130: LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,111801.6,2016,EXXON MOBIL CORPORATION,0475,"9130: LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,27656.699999999997,2016,EXXON MOBIL CORPORATION,0478,9140: FUEL OILS,MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,42162.24,2016,EXXON MOBIL CORPORATION,0476,9140: FUEL OILS,MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,15663.84,2016,EXXON MOBIL CORPORATION,0479,"9130: LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,17084.88,2016,EXXON MOBIL CORPORATION,0481,"9130: LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,18608.4,2016,EXXON MOBIL CORPORATION,0480,9140: FUEL OILS,MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,15253.74,2016,EXXON MOBIL CORPORATION,0483,9140: FUEL OILS,MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,17073.32,2016,EXXON MOBIL CORPORATION,0484,"9130: LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",MOBIL OIL GUAM INC
DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA),75000,2016,DYNCORP INTERNATIONAL LIMITED LIABILITY COMPANY (7126),Z548,J015: MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS,DYNCORP INTERNATIONAL LLC
DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA),75000,2016,DYNCORP,Z548,J015: MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS,DYNCORP INTERNATIONAL LLC
"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",0,2016,STATE STREET CORPORATION,00001,R710: SUPPORT- MANAGEMENT: FINANCIAL,"STATE STREET GLOBAL ADVISORS, INC."
DEFENSE LOGISTICS AGENCY,16256.16,2016,EXXON MOBIL CORPORATION,0485,9140: FUEL OILS,MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,36393.22,2016,EXXON MOBIL CORPORATION,0487,9140: FUEL OILS,MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,18586.14,2016,EXXON MOBIL CORPORATION,0488,"9130: LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",MOBIL OIL GUAM INC
NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION,0,2016,EXXON MOBIL CORPORATION,DOCEE133M11SU0823,"9150: OILS AND GREASES: CUTTING, LUBRICATING, AND HYDRAULIC",EXXONMOBIL OIL CORPORATION
DEFENSE LOGISTICS AGENCY,18601.9,2016,EXXON MOBIL CORPORATION,0490,"9130: LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,46521,2016,EXXON MOBIL CORPORATION,0492,9140: FUEL OILS,MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,55449.56,2016,EXXON MOBIL CORPORATION,0493,9140: FUEL OILS,MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,103613.86,2016,EXXON MOBIL CORPORATION,0491,"9130: LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,18765.78,2016,EXXON MOBIL CORPORATION,0495,"9130: LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,16572.86,2016,EXXON MOBIL CORPORATION,0497,9140: FUEL OILS,MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,18743.52,2016,EXXON MOBIL CORPORATION,0498,"9130: LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",MOBIL OIL GUAM INC
"STATE, DEPARTMENT OF",0,2016,DYNCORP INTERNATIONAL LIMITED LIABILITY COMPANY (7126),SAQMMA08F3063,R699: SUPPORT- ADMINISTRATIVE: OTHER,DYNCORP
"STATE, DEPARTMENT OF",0,2016,DYNCORP INTERNATIONAL LLC,SAQMMA08F3063,R699: SUPPORT- ADMINISTRATIVE: OTHER,DYNCORP
DEFENSE LOGISTICS AGENCY,36839.6,2016,EXXON MOBIL CORPORATION,0499,9140: FUEL OILS,MOBIL OIL GUAM INC
PUBLIC BUILDINGS SERVICE,-18984,2016,VORNADO REALTY TRUST,GS11P14YEP0024,Z1AA: MAINTENANCE OF OFFICE BUILDINGS,VORNADO/CHARLES E. SMITH L.P.
"STATE, DEPARTMENT OF",13461444.719999999,2016,DYNCORP INTERNATIONAL LIMITED LIABILITY COMPANY (7126),SAQMMA14F2070,R408: SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,DYNCORP INTERNATIONAL LLC
"STATE, DEPARTMENT OF",13461444.719999999,2016,DYNCORP,SAQMMA14F2070,R408: SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,DYNCORP INTERNATIONAL LLC
DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA),100000,2016,DYNCORP INTERNATIONAL LIMITED LIABILITY COMPANY (7126),Z537,J015: MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS,DYNCORP INTERNATIONAL LLC
DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA),100000,2016,DYNCORP,Z537,J015: MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS,DYNCORP INTERNATIONAL LLC
U.S. FISH AND WILDLIFE SERVICE,12852,2016,VORNADO REALTY TRUST,INF16PX01741,"N045: INSTALLATION OF EQUIPMENT- PLUMBING, HEATING, AND WASTE DISPOSAL EQUIPMENT",VORNADO/CHARLES E. SMITH L.P.
DEFENSE LOGISTICS AGENCY,18590.4,2016,EXXON MOBIL CORPORATION,0516,9140: FUEL OILS,MOBIL OIL GUAM INC
DEPT OF THE NAVY,0,2016,UNIVERSITY OF SOUTHERN CALIFORNIA,N0014006G0072,U009: EDUCATION/TRAINING- GENERAL,UNIVERSITY OF SOUTHERN CALIFORNIA INCORPORATED
DEFENSE LOGISTICS AGENCY,20007.6,2016,EXXON MOBIL CORPORATION,0517,"9130: LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,18590.4,2016,EXXON MOBIL CORPORATION,0518,9140: FUEL OILS,MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,4615.419999999998,2016,EXXON MOBIL CORPORATION,0522,9140: FUEL OILS,MOBIL OIL GUAM INC
PUBLIC BUILDINGS SERVICE,91200,2016,VORNADO REALTY TRUST,GS11P16YAP7026,5999: MISCELLANEOUS ELECTRICAL AND ELECTRONIC COMPONENTS,CESC 1730 M STREET LLC
DEFENSE LOGISTICS AGENCY,21009.6,2016,EXXON MOBIL CORPORATION,0527,"9130: LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,20001.6,2016,EXXON MOBIL CORPORATION,0528,9140: FUEL OILS,MOBIL OIL GUAM INC
U.S. MARSHALS SERVICE,0,2016,VORNADO REALTY TRUST,DJM14A43C0030,Z1AA: MAINTENANCE OF OFFICE BUILDINGS,VORNADO/CHARLES E. SMITH L.P.
U.S. MARSHALS SERVICE,-16574,2016,VORNADO REALTY TRUST,DJM14A43C0031,Z1AA: MAINTENANCE OF OFFICE BUILDINGS,VORNADO/CHARLES E. SMITH L.P.
U.S. MARSHALS SERVICE,-4160,2016,VORNADO REALTY TRUST,DJM15A43C0054,Z1AA: MAINTENANCE OF OFFICE BUILDINGS,VORNADO/CHARLES E. SMITH L.P.
U.S. MARSHALS SERVICE,-10838.4,2016,VORNADO REALTY TRUST,DJM14A43C0040,Z1AA: MAINTENANCE OF OFFICE BUILDINGS,VORNADO/CHARLES E. SMITH L.P.
DEFENSE LOGISTICS AGENCY,20001.6,2016,EXXON MOBIL CORPORATION,0529,9140: FUEL OILS,MOBIL OIL GUAM INC
U.S. MARSHALS SERVICE,22704,2016,VORNADO REALTY TRUST,DJM16A43C0044,Z1AA: MAINTENANCE OF OFFICE BUILDINGS,VORNADO/CHARLES E. SMITH L.P.
U.S. MARSHALS SERVICE,33600,2016,VORNADO REALTY TRUST,DJM16A43C0045,Z1AA: MAINTENANCE OF OFFICE BUILDINGS,VORNADO/CHARLES E. SMITH L.P.
DEPT OF THE ARMY,-9520.28,2016,UNIVERSITY OF SOUTHERN CALIFORNIA,0044,AZ11: R&D- OTHER RESEARCH AND DEVELOPMENT (BASIC RESEARCH),UNIVERSITY OF SOUTHERN CALIFOR
DEFENSE LOGISTICS AGENCY,21009.6,2016,EXXON MOBIL CORPORATION,0530,"9130: LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",MOBIL OIL GUAM INC
U.S. MARSHALS SERVICE,8000,2016,VORNADO REALTY TRUST,DJM16A43C0048,Z1AA: MAINTENANCE OF OFFICE BUILDINGS,VORNADO/CHARLES E. SMITH L.P.
DEPT OF THE NAVY,12442.5,2016,DUKE UNIVERSITY,N6809316P0128,6505: DRUGS AND BIOLOGICALS,"DUKE UNIVERSITY HEALTH SYSTEM, INC."
DEFENSE LOGISTICS AGENCY,19855.2,2016,EXXON MOBIL CORPORATION,0531,9140: FUEL OILS,MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,20217.6,2016,EXXON MOBIL CORPORATION,0532,"9130: LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,119584.8,2016,EXXON MOBIL CORPORATION,0533,"9130: LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,49638,2016,EXXON MOBIL CORPORATION,0534,9140: FUEL OILS,MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,8010.300000000003,2016,EXXON MOBIL CORPORATION,0536,9140: FUEL OILS,MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,-6877.92,2016,EXXON MOBIL CORPORATION,0535,"9130: LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",MOBIL OIL GUAM INC
AGENCY FOR INTERNATIONAL DEVELOPMENT,9381.14,2016,VORNADO REALTY TRUST,AIDMASV1600213,6625: ELECTRICAL AND ELECTRONIC PROPERTIES MEASURING AND TESTING INSTRUMENTS,CESC PLAZA LIMITED PARTNERSHIP
DEFENSE LOGISTICS AGENCY,20052,2016,EXXON MOBIL CORPORATION,0537,"9130: LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",MOBIL OIL GUAM INC
U.S. MARSHALS SERVICE,14920.64,2016,VORNADO REALTY TRUST,DJM16A43C0039,Z1AA: MAINTENANCE OF OFFICE BUILDINGS,VORNADO/CHARLES E. SMITH L.P.
DEFENSE LOGISTICS AGENCY,53148.8,2016,EXXON MOBIL CORPORATION,0538,9140: FUEL OILS,MOBIL OIL GUAM INC
"STATE, DEPARTMENT OF",0,2016,AXA,SID32016D0005,G008: SOCIAL- GOVERNMENT INSURANCE PROGRAMS: OTHER,"ASURANSI AXA INDONESIA, PT"
DEFENSE LOGISTICS AGENCY,77404.8,2016,EXXON MOBIL CORPORATION,0539,9140: FUEL OILS,MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,19930.8,2016,EXXON MOBIL CORPORATION,0541,9140: FUEL OILS,MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,20052,2016,EXXON MOBIL CORPORATION,0540,"9130: LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,18481.2,2016,EXXON MOBIL CORPORATION,0542,"9130: LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,19148.4,2016,EXXON MOBIL CORPORATION,0543,9140: FUEL OILS,MOBIL OIL GUAM INC
DEPT OF THE ARMY,-390023615.88,2016,DYNCORP INTERNATIONAL LLC,0004,R706: SUPPORT- MANAGEMENT: LOGISTICS SUPPORT,DYNCORP INTERNATIONAL LIMITED LIABILITY COMPANY (7126)
DEFENSE LOGISTICS AGENCY,47871,2016,EXXON MOBIL CORPORATION,0545,9140: FUEL OILS,MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,7433.619999999999,2016,EXXON MOBIL CORPORATION,0546,"9130: LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,35023.45999999999,2016,EXXON MOBIL CORPORATION,0547,9140: FUEL OILS,MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,109166.4,2016,EXXON MOBIL CORPORATION,0544,"9130: LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,19148.4,2016,EXXON MOBIL CORPORATION,0549,9140: FUEL OILS,MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,18481.2,2016,EXXON MOBIL CORPORATION,0548,"9130: LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,4499.4,2016,EXXON MOBIL CORPORATION,0550,9140: FUEL OILS,MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,17997.6,2016,EXXON MOBIL CORPORATION,0553,9140: FUEL OILS,MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,17790,2016,EXXON MOBIL CORPORATION,0552,"9130: LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,18241.2,2016,EXXON MOBIL CORPORATION,0555,"9130: LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,17976,2016,EXXON MOBIL CORPORATION,0557,9140: FUEL OILS,MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,18241.2,2016,EXXON MOBIL CORPORATION,0558,"9130: LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,4097.780000000001,2016,EXXON MOBIL CORPORATION,0562,"9130: LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,107726.4,2016,EXXON MOBIL CORPORATION,0559,"9130: LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,17976,2016,EXXON MOBIL CORPORATION,0563,9140: FUEL OILS,MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,18241.2,2016,EXXON MOBIL CORPORATION,0564,"9130: LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,39156,2016,EXXON MOBIL CORPORATION,0566,9140: FUEL OILS,MOBIL OIL GUAM INC
DEPT OF THE ARMY,315534,2016,DYNCORP INTERNATIONAL LLC,0007,R706: SUPPORT- MANAGEMENT: LOGISTICS SUPPORT,DYNCORP INTERNATIONAL LIMITED LIABILITY COMPANY (7126)
DEFENSE LOGISTICS AGENCY,7728.82,2016,EXXON MOBIL CORPORATION,0567,9140: FUEL OILS,MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,20133.6,2016,EXXON MOBIL CORPORATION,0570,"9130: LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,6251.8,2016,EXXON MOBIL CORPORATION,0569,9140: FUEL OILS,MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,84175.5,2016,EXXON MOBIL CORPORATION,0571,9140: FUEL OILS,MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,23221,2016,EXXON MOBIL CORPORATION,0572,9140: FUEL OILS,MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,20133.6,2016,EXXON MOBIL CORPORATION,0573,"9130: LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,19099.2,2016,EXXON MOBIL CORPORATION,0574,9140: FUEL OILS,MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,19099.2,2016,EXXON MOBIL CORPORATION,0575,9140: FUEL OILS,MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,60836.399999999994,2016,EXXON MOBIL CORPORATION,0578,"9130: LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,19099.2,2016,EXXON MOBIL CORPORATION,0579,9140: FUEL OILS,MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,31832,2016,EXXON MOBIL CORPORATION,0577,9140: FUEL OILS,MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,19066.8,2016,EXXON MOBIL CORPORATION,0580,9140: FUEL OILS,MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,9533.4,2016,EXXON MOBIL CORPORATION,0581,9140: FUEL OILS,MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,19066.8,2016,EXXON MOBIL CORPORATION,0582,9140: FUEL OILS,MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,19066.8,2016,EXXON MOBIL CORPORATION,0584,9140: FUEL OILS,MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,27038.4,2016,EXXON MOBIL CORPORATION,0587,"9130: LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,19066.8,2016,EXXON MOBIL CORPORATION,0588,9140: FUEL OILS,MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,47667,2016,EXXON MOBIL CORPORATION,0585,9140: FUEL OILS,MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,158890,2016,EXXON MOBIL CORPORATION,0586,9140: FUEL OILS,MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,119952,2016,EXXON MOBIL CORPORATION,0589,"9130: LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",MOBIL OIL GUAM INC
DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA),40000,2016,DYNCORP INTERNATIONAL LIMITED LIABILITY COMPANY (7126),Z556,J015: MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS,DYNCORP INTERNATIONAL LLC
DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA),40000,2016,DYNCORP,Z556,J015: MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS,DYNCORP INTERNATIONAL LLC
DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA),10000,2016,DYNCORP INTERNATIONAL LIMITED LIABILITY COMPANY (7126),Z557,J015: MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS,DYNCORP INTERNATIONAL LLC
DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA),10000,2016,DYNCORP,Z557,J015: MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS,DYNCORP INTERNATIONAL LLC
"STATE, DEPARTMENT OF",-438521.88,2016,DYNCORP INTERNATIONAL LIMITED LIABILITY COMPANY (7126),SAQMPD06FC232,S206: HOUSEKEEPING- GUARD,DYNCORP
"STATE, DEPARTMENT OF",-438521.88,2016,DYNCORP INTERNATIONAL LLC,SAQMPD06FC232,S206: HOUSEKEEPING- GUARD,DYNCORP
"STATE, DEPARTMENT OF",-292.88,2016,DYNCORP INTERNATIONAL LIMITED LIABILITY COMPANY (7126),SAQMMA12F3198,J015: MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS,DYNCORP INTERNATIONAL LLC
"STATE, DEPARTMENT OF",-292.88,2016,DYNCORP,SAQMMA12F3198,J015: MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS,DYNCORP INTERNATIONAL LLC
"STATE, DEPARTMENT OF",19.94,2016,DYNCORP INTERNATIONAL LIMITED LIABILITY COMPANY (7126),SAQMMA11F0396,C117: WAREHOUSE BUILDINGS,DYNCORP INTERNATIONAL LLC
"STATE, DEPARTMENT OF",19.94,2016,DYNCORP,SAQMMA11F0396,C117: WAREHOUSE BUILDINGS,DYNCORP INTERNATIONAL LLC
"STATE, DEPARTMENT OF",0,2016,DYNCORP INTERNATIONAL LIMITED LIABILITY COMPANY (7126),SAQMMA08F4693,8475: SPECIALIZED FLIGHT CLOTHING AND ACCESSORIES,DYNCORP INTERNATIONAL LLC
"STATE, DEPARTMENT OF",0,2016,DYNCORP,SAQMMA08F4693,8475: SPECIALIZED FLIGHT CLOTHING AND ACCESSORIES,DYNCORP INTERNATIONAL LLC
"STATE, DEPARTMENT OF",1853501.5599999998,2016,DYNCORP INTERNATIONAL LIMITED LIABILITY COMPANY (7126),SAQMMA13F0042,U009: EDUCATION/TRAINING- GENERAL,DYNCORP INTERNATIONAL LLC
"STATE, DEPARTMENT OF",1853501.5599999998,2016,DYNCORP,SAQMMA13F0042,U009: EDUCATION/TRAINING- GENERAL,DYNCORP INTERNATIONAL LLC
"STATE, DEPARTMENT OF",0,2016,DYNCORP INTERNATIONAL LIMITED LIABILITY COMPANY (7126),SAQMMA16D0068,R706: SUPPORT- MANAGEMENT: LOGISTICS SUPPORT,DYNCORP INTERNATIONAL LLC
"STATE, DEPARTMENT OF",0,2016,DYNCORP,SAQMMA16D0068,R706: SUPPORT- MANAGEMENT: LOGISTICS SUPPORT,DYNCORP INTERNATIONAL LLC
"STATE, DEPARTMENT OF",500756,2016,DYNCORP INTERNATIONAL LIMITED LIABILITY COMPANY (7126),SAQMMA16F1261,6340: AIRCRAFT ALARM AND SIGNAL SYSTEMS,DYNCORP INTERNATIONAL LLC
"STATE, DEPARTMENT OF",500756,2016,DYNCORP,SAQMMA16F1261,6340: AIRCRAFT ALARM AND SIGNAL SYSTEMS,DYNCORP INTERNATIONAL LLC
"STATE, DEPARTMENT OF",15080456.64,2016,DYNCORP INTERNATIONAL LIMITED LIABILITY COMPANY (7126),SAQMMA14F0756,R408: SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,DYNCORP INTERNATIONAL LLC
"STATE, DEPARTMENT OF",15080456.64,2016,DYNCORP,SAQMMA14F0756,R408: SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,DYNCORP INTERNATIONAL LLC
"STATE, DEPARTMENT OF",763150,2016,DYNCORP INTERNATIONAL LIMITED LIABILITY COMPANY (7126),SAQMMA11F0533,"1520: AIRCRAFT, ROTARY WING",DYNCORP INTERNATIONAL LLC
"STATE, DEPARTMENT OF",763150,2016,DYNCORP,SAQMMA11F0533,"1520: AIRCRAFT, ROTARY WING",DYNCORP INTERNATIONAL LLC
